file_path,filename,directory,size
drive_downloads/1w0D0zJkSKIiG6Z3AesHLaPLmQ6tT4YCs_metadata.json,1w0D0zJkSKIiG6Z3AesHLaPLmQ6tT4YCs_metadata.json,drive_downloads,277
drive_downloads/download_mapping.json,download_mapping.json,drive_downloads,29545
drive_downloads/1Z27xGZUoxUxgMIR-wd2S9HPuoFW-7S-i.html,1Z27xGZUoxUxgMIR-wd2S9HPuoFW-7S-i.html,drive_downloads,2418
drive_downloads/15yc6r3COcP-nmP6UbyOW952nxC7-IZGt_metadata.json,15yc6r3COcP-nmP6UbyOW952nxC7-IZGt_metadata.json,drive_downloads,233
drive_downloads/1DqJ9g954W0kT4V3yAFFTY7gbP0JrFgOm_metadata.json,1DqJ9g954W0kT4V3yAFFTY7gbP0JrFgOm_metadata.json,drive_downloads,260
drive_downloads/1Pjx2IdxmCN-IYQUIxeyGmHczllGPJ9oL_metadata.json,1Pjx2IdxmCN-IYQUIxeyGmHczllGPJ9oL_metadata.json,drive_downloads,262
drive_downloads/1Pjx2IdxmCN-IYQUIxeyGmHczllGPJ9oL.html,1Pjx2IdxmCN-IYQUIxeyGmHczllGPJ9oL.html,drive_downloads,552750
drive_downloads/1AdRZN-p_lqMOC4rKUg0bF8IExByQwnTC_metadata.json,1AdRZN-p_lqMOC4rKUg0bF8IExByQwnTC_metadata.json,drive_downloads,235
drive_downloads/test_summary.md,test_summary.md,drive_downloads,1540
drive_downloads/1GxT6nzW6gbgeBKtwc895SyUXruv_IuLd_metadata.json,1GxT6nzW6gbgeBKtwc895SyUXruv_IuLd_metadata.json,drive_downloads,233
drive_downloads/1PFYX1yNUdyTIRbh2FwsKnQWg4zKBwESg_metadata.json,1PFYX1yNUdyTIRbh2FwsKnQWg4zKBwESg_metadata.json,drive_downloads,237
drive_downloads/1wJ4EtkQOfCgN6zI0UdJf7W0L0rk0ybiP_metadata.json,1wJ4EtkQOfCgN6zI0UdJf7W0L0rk0ybiP_metadata.json,drive_downloads,233
drive_downloads/1vp9yPbkD0mTtPRzPDHA6XjE1cwJOpbL4_metadata.json,1vp9yPbkD0mTtPRzPDHA6XjE1cwJOpbL4_metadata.json,drive_downloads,260
drive_downloads/1qbN54cdHSzth4YvpA2TOJQ1W4z6uW9vg_metadata.json,1qbN54cdHSzth4YvpA2TOJQ1W4z6uW9vg_metadata.json,drive_downloads,260
drive_downloads/1KicEfmftS5zc6BIeOKs7y7TMokOuQAmJ_metadata.json,1KicEfmftS5zc6BIeOKs7y7TMokOuQAmJ_metadata.json,drive_downloads,260
drive_downloads/1SUdgom1hyI2F51zBDc2xudPo5SogysYt.html,1SUdgom1hyI2F51zBDc2xudPo5SogysYt.html,drive_downloads,2418
drive_downloads/12KodeVdzb79QKppg-BUFSRIv-wCPltk6_metadata.json,12KodeVdzb79QKppg-BUFSRIv-wCPltk6_metadata.json,drive_downloads,232
drive_downloads/ops record 3.mp4,ops record 3.mp4,drive_downloads,3478411139
drive_downloads/15yc6r3COcP-nmP6UbyOW952nxC7-IZGt.html,15yc6r3COcP-nmP6UbyOW952nxC7-IZGt.html,drive_downloads,2418
"drive_downloads/Daily, Passive SF Consume.MOV","Daily, Passive SF Consume.MOV",drive_downloads,65143520
drive_downloads/1OZcZ-xkv1ndmuBwVh_bjfYrdFczMxb_d_metadata.json,1OZcZ-xkv1ndmuBwVh_bjfYrdFczMxb_d_metadata.json,drive_downloads,250
drive_downloads/1BrhqUmDolICYdsH4ZvuUyUw47T1oExAM_metadata.json,1BrhqUmDolICYdsH4ZvuUyUw47T1oExAM_metadata.json,drive_downloads,260
drive_downloads/1qqT6iQ3HVwiOUbVgROwRgFRbmNXa0-_J_metadata.json,1qqT6iQ3HVwiOUbVgROwRgFRbmNXa0-_J_metadata.json,drive_downloads,234
drive_downloads/10hZB1lCyg5F8JaQxK-5gLaphxTguM79l_metadata.json,10hZB1lCyg5F8JaQxK-5gLaphxTguM79l_metadata.json,drive_downloads,260
drive_downloads/1EHSk76Pyj_HLlGtdXZCYde9ZEHV6CbQu_metadata.json,1EHSk76Pyj_HLlGtdXZCYde9ZEHV6CbQu_metadata.json,drive_downloads,260
drive_downloads/1mFE1n-RRp3Dpq7bpK4-5QRB2TB7cqmZR.html,1mFE1n-RRp3Dpq7bpK4-5QRB2TB7cqmZR.html,drive_downloads,2418
drive_downloads/1zJV2vBr9it31FF30nVK1xjRKFWpAtSKK_metadata.json,1zJV2vBr9it31FF30nVK1xjRKFWpAtSKK_metadata.json,drive_downloads,233
drive_downloads/10KVsN4w8gnDCIPhqZWX_4zjFRI9ocQW5_metadata.json,10KVsN4w8gnDCIPhqZWX_4zjFRI9ocQW5_metadata.json,drive_downloads,262
drive_downloads/17A0hgMKHfL8lF_1P4KocWo0TLz3eK-gN_metadata.json,17A0hgMKHfL8lF_1P4KocWo0TLz3eK-gN_metadata.json,drive_downloads,260
drive_downloads/10tW_zXfi-U8wWJZBzWtfW4d-f0wjeRyg_metadata.json,10tW_zXfi-U8wWJZBzWtfW4d-f0wjeRyg_metadata.json,drive_downloads,243
drive_downloads/1hQ_FgpBlFnQ60skk3WyBTircnEi_xgGL_metadata.json,1hQ_FgpBlFnQ60skk3WyBTircnEi_xgGL_metadata.json,drive_downloads,238
drive_downloads/1zsUA2pWEcRFYAcZRcWW86_HAr_7J12BZ_metadata.json,1zsUA2pWEcRFYAcZRcWW86_HAr_7J12BZ_metadata.json,drive_downloads,235
drive_downloads/1Yp9pLUAngNcaOVDYogk12l8R17kAITkE_metadata.json,1Yp9pLUAngNcaOVDYogk12l8R17kAITkE_metadata.json,drive_downloads,238
drive_downloads/1w0D0zJkSKIiG6Z3AesHLaPLmQ6tT4YCs.html,1w0D0zJkSKIiG6Z3AesHLaPLmQ6tT4YCs.html,drive_downloads,552530
drive_downloads/1_dwbrXDDTlEYMGlJcQR3OsOxbAe2Ri2r_metadata.json,1_dwbrXDDTlEYMGlJcQR3OsOxbAe2Ri2r_metadata.json,drive_downloads,260
drive_downloads/1DAZmv6myb2W3URfWEVhBWWDfDOnEDrIA_metadata.json,1DAZmv6myb2W3URfWEVhBWWDfDOnEDrIA_metadata.json,drive_downloads,260
drive_downloads/1ES-Qs5dbCppe_TB2OWHHaVwe1Orj0IOy_metadata.json,1ES-Qs5dbCppe_TB2OWHHaVwe1Orj0IOy_metadata.json,drive_downloads,246
drive_downloads/1ABmYjWqBckozdrYH_a84EP31h6Y0Zj_h_metadata.json,1ABmYjWqBckozdrYH_a84EP31h6Y0Zj_h_metadata.json,drive_downloads,260
drive_downloads/1GxT6nzW6gbgeBKtwc895SyUXruv_IuLd.html,1GxT6nzW6gbgeBKtwc895SyUXruv_IuLd.html,drive_downloads,2418
drive_downloads/1eka5cBiNQc1ems0Q8AT0p1gDk6XGqkON.html,1eka5cBiNQc1ems0Q8AT0p1gDk6XGqkON.html,drive_downloads,2448
drive_downloads/1ADr34id2OaTPIpWryWjafg5bgUWuHLid_metadata.json,1ADr34id2OaTPIpWryWjafg5bgUWuHLid_metadata.json,drive_downloads,238
drive_downloads/1sB8z5QKkWyMYRyvOZgym9_56sOeGvDfC_metadata.json,1sB8z5QKkWyMYRyvOZgym9_56sOeGvDfC_metadata.json,drive_downloads,244
drive_downloads/1lpFTfrCGTLmuGHYwtk7ztB-6DFsfymVZ_metadata.json,1lpFTfrCGTLmuGHYwtk7ztB-6DFsfymVZ_metadata.json,drive_downloads,230
drive_downloads/1Z27xGZUoxUxgMIR-wd2S9HPuoFW-7S-i_metadata.json,1Z27xGZUoxUxgMIR-wd2S9HPuoFW-7S-i_metadata.json,drive_downloads,233
drive_downloads/1eka5cBiNQc1ems0Q8AT0p1gDk6XGqkON_metadata.json,1eka5cBiNQc1ems0Q8AT0p1gDk6XGqkON_metadata.json,drive_downloads,264
drive_downloads/126gCQWEx1hm4G5jDVGsG8m06wdFibG9P_metadata.json,126gCQWEx1hm4G5jDVGsG8m06wdFibG9P_metadata.json,drive_downloads,260
drive_downloads/1u4vS-_WKpW-RHCpIS4hls6K5grOii56F_metadata.json,1u4vS-_WKpW-RHCpIS4hls6K5grOii56F_metadata.json,drive_downloads,260
drive_downloads/14wo6rD4AqZDH60FW-Creve2yj3mpF-y-_metadata.json,14wo6rD4AqZDH60FW-Creve2yj3mpF-y-_metadata.json,drive_downloads,260
drive_downloads/1lWkHP9_BWfwrTQrQ7MHZqX5EE3mKT4tY_metadata.json,1lWkHP9_BWfwrTQrQ7MHZqX5EE3mKT4tY_metadata.json,drive_downloads,245
drive_downloads/1mFE1n-RRp3Dpq7bpK4-5QRB2TB7cqmZR_metadata.json,1mFE1n-RRp3Dpq7bpK4-5QRB2TB7cqmZR_metadata.json,drive_downloads,233
drive_downloads/1lyWrIz0-XD98_4tqzYPGI5x64qX6hpPK_metadata.json,1lyWrIz0-XD98_4tqzYPGI5x64qX6hpPK_metadata.json,drive_downloads,238
drive_downloads/1z2rjVski46jI649S_ExSYlFZ0aC80ns6_metadata.json,1z2rjVski46jI649S_ExSYlFZ0aC80ns6_metadata.json,drive_downloads,250
drive_downloads/1KdKylKqeVkQwKB7k6Q-I54eAJHsWqoIU_metadata.json,1KdKylKqeVkQwKB7k6Q-I54eAJHsWqoIU_metadata.json,drive_downloads,232
drive_downloads/1xwMyEoKLXEAX9XOcABpFcY-opi4EtLSG_metadata.json,1xwMyEoKLXEAX9XOcABpFcY-opi4EtLSG_metadata.json,drive_downloads,272
drive_downloads/ShelseaEvans.mp4,ShelseaEvans.mp4,drive_downloads,989866730
drive_downloads/1YyD0N_b7tQ2UViPr6yaT6uZfW6qxqp2A_metadata.json,1YyD0N_b7tQ2UViPr6yaT6uZfW6qxqp2A_metadata.json,drive_downloads,242
drive_downloads/1GsJaRtpXmanpRB1Xqx-sfNT1LGdix9Jy_metadata.json,1GsJaRtpXmanpRB1Xqx-sfNT1LGdix9Jy_metadata.json,drive_downloads,242
drive_downloads/1Uq1NENu-5EPsnVuBe8JNu-yGoCOMnj2C_metadata.json,1Uq1NENu-5EPsnVuBe8JNu-yGoCOMnj2C_metadata.json,drive_downloads,277
drive_downloads/1NAm5dUxRO_dwhJsN1lETWFGYzWpQR9er_metadata.json,1NAm5dUxRO_dwhJsN1lETWFGYzWpQR9er_metadata.json,drive_downloads,238
drive_downloads/1z2rjVski46jI649S_ExSYlFZ0aC80ns6.html,1z2rjVski46jI649S_ExSYlFZ0aC80ns6.html,drive_downloads,2435
drive_downloads/1Uq1NENu-5EPsnVuBe8JNu-yGoCOMnj2C.html,1Uq1NENu-5EPsnVuBe8JNu-yGoCOMnj2C.html,drive_downloads,552596
drive_downloads/1SqMgwe8jshgQTbuzhg7yophEf12EnZ9y.html,1SqMgwe8jshgQTbuzhg7yophEf12EnZ9y.html,drive_downloads,553020
drive_downloads/1URge__vpkEvAuwUMI4nhUroW4O6VlEJa_metadata.json,1URge__vpkEvAuwUMI4nhUroW4O6VlEJa_metadata.json,drive_downloads,248
drive_downloads/1l84OjjqlMtlhKy2FBJ8BJOIJMm9v5BBS_metadata.json,1l84OjjqlMtlhKy2FBJ8BJOIJMm9v5BBS_metadata.json,drive_downloads,233
drive_downloads/1fKip6e5UFmQPaWY0EW2PJ7MC2eowQF2t_metadata.json,1fKip6e5UFmQPaWY0EW2PJ7MC2eowQF2t_metadata.json,drive_downloads,247
drive_downloads/1-ze0a0NST9x31St5wGrmDClRwCyTDybi_metadata.json,1-ze0a0NST9x31St5wGrmDClRwCyTDybi_metadata.json,drive_downloads,244
drive_downloads/1epyPHLetql1aKkpxulnzsubDvwHsuwMu_metadata.json,1epyPHLetql1aKkpxulnzsubDvwHsuwMu_metadata.json,drive_downloads,243
drive_downloads/1AGwS-YspVmlkPXImngDl1u7CvQJtwrfG_metadata.json,1AGwS-YspVmlkPXImngDl1u7CvQJtwrfG_metadata.json,drive_downloads,253
drive_downloads/Caroline Typing Video.mp4,Caroline Typing Video.mp4,drive_downloads,1304466344
drive_downloads/16g9az0mymbydjsCcXCKYPUM7O_uMHbTB_metadata.json,16g9az0mymbydjsCcXCKYPUM7O_uMHbTB_metadata.json,drive_downloads,237
drive_downloads/1jL8Q8LMhwn2jjHT4V5hTG7EKq06Pjh_v_metadata.json,1jL8Q8LMhwn2jjHT4V5hTG7EKq06Pjh_v_metadata.json,drive_downloads,238
drive_downloads/1BVYS3YBi0mBX-VEmwaCDYwMQjcWBSFLw_metadata.json,1BVYS3YBi0mBX-VEmwaCDYwMQjcWBSFLw_metadata.json,drive_downloads,244
drive_downloads/1zJV2vBr9it31FF30nVK1xjRKFWpAtSKK.html,1zJV2vBr9it31FF30nVK1xjRKFWpAtSKK.html,drive_downloads,2418
drive_downloads/1c13knvRxfF-HrQhyBOfGIZpcrY-OR3_A_metadata.json,1c13knvRxfF-HrQhyBOfGIZpcrY-OR3_A_metadata.json,drive_downloads,253
drive_downloads/1kyKHS4Plr-47eP-OZmHgkgXyDxyIyk7Q_metadata.json,1kyKHS4Plr-47eP-OZmHgkgXyDxyIyk7Q_metadata.json,drive_downloads,238
drive_downloads/1wJ4EtkQOfCgN6zI0UdJf7W0L0rk0ybiP.html,1wJ4EtkQOfCgN6zI0UdJf7W0L0rk0ybiP.html,drive_downloads,2418
drive_downloads/1SqMgwe8jshgQTbuzhg7yophEf12EnZ9y_metadata.json,1SqMgwe8jshgQTbuzhg7yophEf12EnZ9y_metadata.json,drive_downloads,262
drive_downloads/1cWCSR8trkH3Fh_SSe8JQtAsOpDVibJv-_metadata.json,1cWCSR8trkH3Fh_SSe8JQtAsOpDVibJv-_metadata.json,drive_downloads,262
drive_downloads/1Ek-bAfoOsyBPR84Lo_ze_Kp5BMsJ2eh6_metadata.json,1Ek-bAfoOsyBPR84Lo_ze_Kp5BMsJ2eh6_metadata.json,drive_downloads,270
drive_downloads/1B9DM3dFE3y7iT9c4FocH6OmywqUi4jig_metadata.json,1B9DM3dFE3y7iT9c4FocH6OmywqUi4jig_metadata.json,drive_downloads,232
drive_downloads/19v8EN0EfTFPw-vvXNq_6fNBN4oUcyQw1_metadata.json,19v8EN0EfTFPw-vvXNq_6fNBN4oUcyQw1_metadata.json,drive_downloads,260
drive_downloads/1SUdgom1hyI2F51zBDc2xudPo5SogysYt_metadata.json,1SUdgom1hyI2F51zBDc2xudPo5SogysYt_metadata.json,drive_downloads,233
drive_downloads/1yTyP-XKdj9wIvI-GLwRXxP_2SYoADMeK_metadata.json,1yTyP-XKdj9wIvI-GLwRXxP_2SYoADMeK_metadata.json,drive_downloads,249
drive_downloads/1cWCSR8trkH3Fh_SSe8JQtAsOpDVibJv-.html,1cWCSR8trkH3Fh_SSe8JQtAsOpDVibJv-.html,drive_downloads,554045
drive_downloads/files/IMG_0084.MOV,IMG_0084.MOV,drive_downloads/files,0
drive_downloads/files/row_429_IMG_0084.MOV,row_429_IMG_0084.MOV,drive_downloads/files,189781486
youtube_downloads/fHZunoOqzMk_transcript.vtt,fHZunoOqzMk_transcript.vtt,youtube_downloads,492874
youtube_downloads/James_Kirton_OPS_Typing_1_OPS Typing Video Part 1.mkv,James_Kirton_OPS_Typing_1_OPS Typing Video Part 1.mkv,youtube_downloads,597314111
youtube_downloads/James_Kirton_OPS_Typing_3_Ops 3â§¸3 Well done you made it through da madness. Final video..info.json,James_Kirton_OPS_Typing_3_Ops 3â§¸3 Well done you made it through da madness. Final video..info.json,youtube_downloads,492812
youtube_downloads/James_Kirton_CRG_Typing_1_CRG TYPING VIDEO PART 1.en-orig.srt,James_Kirton_CRG_Typing_1_CRG TYPING VIDEO PART 1.en-orig.srt,youtube_downloads,190036
youtube_downloads/xzA6hqpbBuA.mp4,xzA6hqpbBuA.mp4,youtube_downloads,7116761
youtube_downloads/eK68til-RMo_transcript.vtt,eK68til-RMo_transcript.vtt,youtube_downloads,276575
youtube_downloads/U-5r65-sDoc.mp4,U-5r65-sDoc.mp4,youtube_downloads,388533864
youtube_downloads/Dmmff9nv1b4.mp4,Dmmff9nv1b4.mp4,youtube_downloads,91165414
youtube_downloads/JkpmSamm45Q_transcript.vtt,JkpmSamm45Q_transcript.vtt,youtube_downloads,558918
youtube_downloads/sJ48ULEPL1U_transcript.vtt,sJ48ULEPL1U_transcript.vtt,youtube_downloads,247629
youtube_downloads/w72Ctamx724_transcript.vtt,w72Ctamx724_transcript.vtt,youtube_downloads,205149
youtube_downloads/QZAEPlbe9_s.mp4,QZAEPlbe9_s.mp4,youtube_downloads,68289468
youtube_downloads/QbdavC0beys.mp4,QbdavC0beys.mp4,youtube_downloads,166486334
youtube_downloads/James_Kirton_OPS_Typing_2_OPS Typing Video Part 2 of 3.en.srt,James_Kirton_OPS_Typing_2_OPS Typing Video Part 2 of 3.en.srt,youtube_downloads,157079
youtube_downloads/kCTS91Sded4_transcript.vtt,kCTS91Sded4_transcript.vtt,youtube_downloads,161915
youtube_downloads/DlCt_8wOnFQ.mp4,DlCt_8wOnFQ.mp4,youtube_downloads,3452056650
youtube_downloads/Np30JccBMlw.mp4,Np30JccBMlw.mp4,youtube_downloads,52622496
youtube_downloads/dQw4w9WgXcQ_transcript.vtt,dQw4w9WgXcQ_transcript.vtt,youtube_downloads,4263
youtube_downloads/9urpASCqbg8_transcript.vtt,9urpASCqbg8_transcript.vtt,youtube_downloads,365956
youtube_downloads/Dmmff9nv1b4_transcript.vtt,Dmmff9nv1b4_transcript.vtt,youtube_downloads,317461
youtube_downloads/9urpASCqbg8.mp4,9urpASCqbg8.mp4,youtube_downloads,282780171
youtube_downloads/hQqox7mveZE_transcript.vtt,hQqox7mveZE_transcript.vtt,youtube_downloads,381200
youtube_downloads/James_Kirton_OPS_Typing_1_OPS Typing Video Part 1.en-orig.srt,James_Kirton_OPS_Typing_1_OPS Typing Video Part 1.en-orig.srt,youtube_downloads,100680
youtube_downloads/w72Ctamx724.mp4,w72Ctamx724.mp4,youtube_downloads,233958558
youtube_downloads/aVM8VTm9kYE_transcript.vtt,aVM8VTm9kYE_transcript.vtt,youtube_downloads,91761
youtube_downloads/James_Kirton_OPS_Typing_3_Ops 3â§¸3 Well done you made it through da madness. Final video..en.srt,James_Kirton_OPS_Typing_3_Ops 3â§¸3 Well done you made it through da madness. Final video..en.srt,youtube_downloads,66462
youtube_downloads/6Zf-99IqcpU_transcript.vtt,6Zf-99IqcpU_transcript.vtt,youtube_downloads,330159
youtube_downloads/James_Kirton_CRG_Typing_1_CRG TYPING VIDEO PART 1.mkv,James_Kirton_CRG_Typing_1_CRG TYPING VIDEO PART 1.mkv,youtube_downloads,643704307
youtube_downloads/AR4h4x1VMac.mp4,AR4h4x1VMac.mp4,youtube_downloads,29358054
youtube_downloads/hkUpMgDYs9s_transcript.vtt,hkUpMgDYs9s_transcript.vtt,youtube_downloads,185586
youtube_downloads/Wa-a8h17r6U_transcript.vtt,Wa-a8h17r6U_transcript.vtt,youtube_downloads,161246
youtube_downloads/Md6Pefz1yHg.mp4,Md6Pefz1yHg.mp4,youtube_downloads,37708277
youtube_downloads/n7spcZJxVyA_transcript.vtt,n7spcZJxVyA_transcript.vtt,youtube_downloads,524177
youtube_downloads/dQw4w9WgXcQ.mp4,dQw4w9WgXcQ.mp4,youtube_downloads,19183477
youtube_downloads/LpYYJFSAGNA.mp4,LpYYJFSAGNA.mp4,youtube_downloads,47993109
youtube_downloads/BtSNvQ9Rc90.mp4,BtSNvQ9Rc90.mp4,youtube_downloads,129881288
youtube_downloads/Md6Pefz1yHg_transcript.vtt,Md6Pefz1yHg_transcript.vtt,youtube_downloads,191981
youtube_downloads/l16FtXfjeG4_transcript.vtt,l16FtXfjeG4_transcript.vtt,youtube_downloads,311490
youtube_downloads/James_Kirton_CRG_Typing_0_CRG Tying Video James Kirton.info.json,James_Kirton_CRG_Typing_0_CRG Tying Video James Kirton.info.json,youtube_downloads,1809
youtube_downloads/8zo0I4-F3Bs.mp4,8zo0I4-F3Bs.mp4,youtube_downloads,93622140
youtube_downloads/8zo0I4-F3Bs_transcript.vtt,8zo0I4-F3Bs_transcript.vtt,youtube_downloads,284393
youtube_downloads/RFnnoiNHPII_transcript.vtt,RFnnoiNHPII_transcript.vtt,youtube_downloads,200482
youtube_downloads/Ut9DL6EyF40_transcript.vtt,Ut9DL6EyF40_transcript.vtt,youtube_downloads,5793
youtube_downloads/DlCt_8wOnFQ_transcript.vtt,DlCt_8wOnFQ_transcript.vtt,youtube_downloads,1180329
youtube_downloads/ZBuff3DGbUM_transcript.vtt,ZBuff3DGbUM_transcript.vtt,youtube_downloads,174254
youtube_downloads/ScWkpydnyEU.mp4,ScWkpydnyEU.mp4,youtube_downloads,1183104594
youtube_downloads/kCTS91Sded4.mp4,kCTS91Sded4.mp4,youtube_downloads,146251595
youtube_downloads/ZBuff3DGbUM.mp4,ZBuff3DGbUM.mp4,youtube_downloads,24061911
youtube_downloads/James_Kirton_OPS_Typing_0_OPS Typing Video.info.json,James_Kirton_OPS_Typing_0_OPS Typing Video.info.json,youtube_downloads,1799
youtube_downloads/JkpmSamm45Q.mp4,JkpmSamm45Q.mp4,youtube_downloads,572912637
youtube_downloads/AR4h4x1VMac_transcript.vtt,AR4h4x1VMac_transcript.vtt,youtube_downloads,6428
youtube_downloads/U-5r65-sDoc_transcript.vtt,U-5r65-sDoc_transcript.vtt,youtube_downloads,394734
youtube_downloads/hkUpMgDYs9s.mp4,hkUpMgDYs9s.mp4,youtube_downloads,122102781
youtube_downloads/kAE3WsrH4i8.mp4,kAE3WsrH4i8.mp4,youtube_downloads,221302229
youtube_downloads/Hc7EDlNkzP4.mp4,Hc7EDlNkzP4.mp4,youtube_downloads,34904663
youtube_downloads/James_Kirton_OPS_Typing_2_OPS Typing Video Part 2 of 3.f137.mp4,James_Kirton_OPS_Typing_2_OPS Typing Video Part 2 of 3.f137.mp4,youtube_downloads,586963721
youtube_downloads/James_Kirton_CRG_Typing_2_CRG TYPING VIDEO Part 2 ðŸ¦‹.en-orig.srt,James_Kirton_CRG_Typing_2_CRG TYPING VIDEO Part 2 ðŸ¦‹.en-orig.srt,youtube_downloads,53486
youtube_downloads/arlmdwX-GsI.mp4,arlmdwX-GsI.mp4,youtube_downloads,377023533
youtube_downloads/James_Kirton_CRG_Typing_1_CRG TYPING VIDEO PART 1.info.json,James_Kirton_CRG_Typing_1_CRG TYPING VIDEO PART 1.info.json,youtube_downloads,483674
youtube_downloads/f4pv4souYuM.mp4,f4pv4souYuM.mp4,youtube_downloads,46209452
youtube_downloads/James_Kirton_CRG_Typing_2_CRG TYPING VIDEO Part 2 ðŸ¦‹.mkv,James_Kirton_CRG_Typing_2_CRG TYPING VIDEO Part 2 ðŸ¦‹.mkv,youtube_downloads,213936951
youtube_downloads/James_Kirton_OPS_Typing_2_OPS Typing Video Part 2 of 3.info.json,James_Kirton_OPS_Typing_2_OPS Typing Video Part 2 of 3.info.json,youtube_downloads,472829
youtube_downloads/QbdavC0beys_transcript.vtt,QbdavC0beys_transcript.vtt,youtube_downloads,372384
youtube_downloads/QZAEPlbe9_s_transcript.vtt,QZAEPlbe9_s_transcript.vtt,youtube_downloads,120536
youtube_downloads/fjGmoUEOTP8.mp4,fjGmoUEOTP8.mp4,youtube_downloads,236232695
youtube_downloads/ScWkpydnyEU_transcript.vtt,ScWkpydnyEU_transcript.vtt,youtube_downloads,531549
youtube_downloads/Wa-a8h17r6U.mp4,Wa-a8h17r6U.mp4,youtube_downloads,52743999
youtube_downloads/eWHIFbS2qns.mp4,eWHIFbS2qns.mp4,youtube_downloads,116914973
youtube_downloads/1T0isNPN3Dg.mp4,1T0isNPN3Dg.mp4,youtube_downloads,97798112
youtube_downloads/tDnz67uJsxQ_transcript.vtt,tDnz67uJsxQ_transcript.vtt,youtube_downloads,136695
youtube_downloads/eWHIFbS2qns_transcript.vtt,eWHIFbS2qns_transcript.vtt,youtube_downloads,323386
youtube_downloads/6Zf-99IqcpU.mp4,6Zf-99IqcpU.mp4,youtube_downloads,92802571
youtube_downloads/James_Kirton_OPS_Typing_1_OPS Typing Video Part 1.info.json,James_Kirton_OPS_Typing_1_OPS Typing Video Part 1.info.json,youtube_downloads,471125
youtube_downloads/fHZunoOqzMk.mp4,fHZunoOqzMk.mp4,youtube_downloads,675556035
youtube_downloads/hQqox7mveZE.mp4,hQqox7mveZE.mp4,youtube_downloads,324837730
youtube_downloads/aVM8VTm9kYE.mp4,aVM8VTm9kYE.mp4,youtube_downloads,119198273
youtube_downloads/zwh48UtZQAg_transcript.vtt,zwh48UtZQAg_transcript.vtt,youtube_downloads,355614
youtube_downloads/GlgkRo2OHXo_transcript.vtt,GlgkRo2OHXo_transcript.vtt,youtube_downloads,337929
youtube_downloads/RFnnoiNHPII.mp4,RFnnoiNHPII.mp4,youtube_downloads,140329249
youtube_downloads/GlgkRo2OHXo.mp4,GlgkRo2OHXo.mp4,youtube_downloads,64034797
youtube_downloads/1T0isNPN3Dg_transcript.vtt,1T0isNPN3Dg_transcript.vtt,youtube_downloads,135498
youtube_downloads/james_playlist2.log,james_playlist2.log,youtube_downloads,75974
youtube_downloads/l16FtXfjeG4.mp4,l16FtXfjeG4.mp4,youtube_downloads,382698089
youtube_downloads/f4pv4souYuM_transcript.vtt,f4pv4souYuM_transcript.vtt,youtube_downloads,211205
youtube_downloads/LpYYJFSAGNA_transcript.vtt,LpYYJFSAGNA_transcript.vtt,youtube_downloads,145585
youtube_downloads/4HfkyhvaaWc.f247.webm,4HfkyhvaaWc.f247.webm,youtube_downloads,969782626
youtube_downloads/ObJ5JA8cT2A.mp4,ObJ5JA8cT2A.mp4,youtube_downloads,693318263
youtube_downloads/james_playlist1.log,james_playlist1.log,youtube_downloads,1204219
youtube_downloads/fjGmoUEOTP8_transcript.vtt,fjGmoUEOTP8_transcript.vtt,youtube_downloads,360701
youtube_downloads/Ut9DL6EyF40.mp4,Ut9DL6EyF40.mp4,youtube_downloads,3046586
youtube_downloads/tDnz67uJsxQ.mp4,tDnz67uJsxQ.mp4,youtube_downloads,43541946
youtube_downloads/xzA6hqpbBuA_transcript.vtt,xzA6hqpbBuA_transcript.vtt,youtube_downloads,13647
youtube_downloads/kAE3WsrH4i8_transcript.vtt,kAE3WsrH4i8_transcript.vtt,youtube_downloads,154629
youtube_downloads/James_Kirton_CRG_Typing_2_CRG TYPING VIDEO Part 2 ðŸ¦‹.info.json,James_Kirton_CRG_Typing_2_CRG TYPING VIDEO Part 2 ðŸ¦‹.info.json,youtube_downloads,480672
youtube_downloads/eK68til-RMo.mp4,eK68til-RMo.mp4,youtube_downloads,409152268
youtube_downloads/arlmdwX-GsI_transcript.vtt,arlmdwX-GsI_transcript.vtt,youtube_downloads,622542
youtube_downloads/Hc7EDlNkzP4_transcript.vtt,Hc7EDlNkzP4_transcript.vtt,youtube_downloads,160977
youtube_downloads/Np30JccBMlw_transcript.vtt,Np30JccBMlw_transcript.vtt,youtube_downloads,99676
youtube_downloads/n7spcZJxVyA.mp4,n7spcZJxVyA.mp4,youtube_downloads,453898430
youtube_downloads/sJ48ULEPL1U.mp4,sJ48ULEPL1U.mp4,youtube_downloads,170040048
youtube_downloads/BtSNvQ9Rc90_transcript.vtt,BtSNvQ9Rc90_transcript.vtt,youtube_downloads,64437
